,time,carID,speed,loc,roadID,is_Service_Provider,task,cc,cp
1611,143,44,100.0,416.66666666666663,2,False,A,1,10
1612,143,37,100.0,861.1111111111117,2,False,B,3,30
1613,143,43,100.0,555.5555555555547,6,True,B,3,10
1614,143,49,100.0,833.333333333333,6,False,C,2,10
1615,143,51,180.0,1000.0,8,False,B,1,20
1616,143,46,100.0,666.6666666666661,6,False,B,2,10
1617,143,35,60.0,616.6666666666666,1,False,A,1,10
1618,143,45,100.0,361.1111111111111,2,False,A,1,30
1619,143,39,60.0,483.33333333333354,1,True,B,3,20
1620,143,40,100.0,277.777777777777,6,False,B,1,20
1621,144,35,60.0,633.3333333333333,1,False,A,1,10
1622,144,43,100.0,527.7777777777769,6,True,B,3,10
1623,144,44,100.0,444.4444444444444,2,False,A,1,10
1624,144,51,180.0,950.0,8,False,B,1,20
1625,144,47,140.0,388.8888888888889,3,True,A,2,20
1626,144,31,60.0,250.00000000000082,5,False,C,4,10
1627,144,48,60.0,850.0000000000003,5,True,A,2,30
1628,144,49,100.0,805.5555555555552,6,False,C,2,10
1629,144,37,100.0,888.8888888888895,2,False,B,3,30
1630,144,34,60.0,333.3333333333342,5,False,B,1,20
1631,144,50,140.0,233.33333333333331,3,True,C,2,20
1632,144,39,60.0,500.0000000000002,1,True,B,3,20
1633,144,45,100.0,388.88888888888886,2,False,A,1,30
1634,144,40,100.0,249.9999999999992,6,False,B,1,20
1635,144,46,100.0,638.8888888888882,6,False,B,2,10
1636,145,37,100.0,916.6666666666673,2,False,B,3,30
1637,145,43,100.0,499.99999999999915,6,True,B,3,10
1638,145,39,60.0,516.6666666666669,1,True,B,3,20
1639,145,48,60.0,833.3333333333337,5,True,A,2,30
1640,145,49,100.0,777.7777777777774,6,False,C,2,10
1641,145,47,140.0,427.7777777777778,3,True,A,2,20
1642,145,50,140.0,272.2222222222222,3,True,C,2,20
1643,145,51,180.0,900.0,8,False,B,1,20
1644,145,45,100.0,416.66666666666663,2,False,A,1,30
1645,145,44,100.0,472.2222222222222,2,False,A,1,10
1646,145,31,60.0,233.33333333333417,5,False,C,4,10
1647,145,40,100.0,222.22222222222143,6,False,B,1,20
1648,145,34,60.0,316.66666666666754,5,False,B,1,20
1649,145,52,180.0,1000.0,8,True,C,4,30
1650,145,46,100.0,611.1111111111104,6,False,B,2,10
1651,145,35,60.0,649.9999999999999,1,False,A,1,10
1652,146,52,180.0,950.0,8,True,C,4,30
1653,146,51,180.0,850.0,8,False,B,1,20
1654,146,47,140.0,466.66666666666674,3,True,A,2,20
1655,146,46,100.0,583.3333333333326,6,False,B,2,10
1656,146,49,100.0,749.9999999999995,6,False,C,2,10
1657,146,50,140.0,311.1111111111111,3,True,C,2,20
1658,146,45,100.0,444.4444444444444,2,False,A,1,30
1659,146,40,100.0,194.44444444444366,6,False,B,1,20
1660,146,35,60.0,666.6666666666665,1,False,A,1,10
1661,146,39,60.0,533.3333333333335,1,True,B,3,20
1662,146,53,100.0,1000.0,6,False,A,2,10
1663,146,44,100.0,499.99999999999994,2,False,A,1,10
1664,146,48,60.0,816.6666666666671,5,True,A,2,30
1665,146,43,100.0,472.2222222222214,6,True,B,3,10
1666,146,34,60.0,300.00000000000085,5,False,B,1,20
1667,146,37,100.0,944.4444444444451,2,False,B,3,30
1668,146,31,60.0,216.6666666666675,5,False,C,4,10
1669,147,46,100.0,555.5555555555547,6,False,B,2,10
1670,147,34,60.0,283.33333333333417,5,False,B,1,20
1671,147,49,100.0,722.2222222222217,6,False,C,2,10
1672,147,44,100.0,527.7777777777777,2,False,A,1,10
1673,147,52,180.0,900.0,8,True,C,4,30
1674,147,45,100.0,472.2222222222222,2,False,A,1,30
1675,147,51,180.0,800.0,8,False,B,1,20
1676,147,54,60.0,1000.0,5,False,C,4,10
1677,147,53,100.0,972.2222222222222,6,False,A,2,10
1678,147,47,140.0,505.55555555555566,3,True,A,2,20
1679,147,48,60.0,800.0000000000005,5,True,A,2,30
1680,147,39,60.0,550.0000000000001,1,True,B,3,20
1681,147,50,140.0,350.0,3,True,C,2,20
1682,147,31,60.0,200.00000000000085,5,False,C,4,10
1683,147,35,60.0,683.3333333333331,1,False,A,1,10
1684,147,37,100.0,972.222222222223,2,False,B,3,30
1685,147,43,100.0,444.4444444444436,6,True,B,3,10
1686,147,40,100.0,166.6666666666659,6,False,B,1,20
1687,148,45,100.0,499.99999999999994,2,False,A,1,30
1688,148,53,100.0,944.4444444444443,6,False,A,2,10
1689,148,48,60.0,783.3333333333338,5,True,A,2,30
1690,148,35,60.0,699.9999999999998,1,False,A,1,10
1691,148,46,100.0,527.7777777777769,6,False,B,2,10
1692,148,54,60.0,983.3333333333334,5,False,C,4,10
1693,148,51,180.0,750.0,8,False,B,1,20
1694,148,50,140.0,388.8888888888889,3,True,C,2,20
1695,148,40,100.0,138.88888888888812,6,False,B,1,20
1696,148,44,100.0,555.5555555555555,2,False,A,1,10
1697,148,43,100.0,416.66666666666583,6,True,B,3,10
1698,148,31,60.0,183.3333333333342,5,False,C,4,10
1699,148,39,60.0,566.6666666666667,1,True,B,3,20
1700,148,47,140.0,544.4444444444446,3,True,A,2,20
1701,148,52,180.0,850.0,8,True,C,4,30
1702,148,49,100.0,694.4444444444439,6,False,C,2,10
1703,148,34,60.0,266.6666666666675,5,False,B,1,20
1704,149,40,100.0,111.11111111111035,6,False,B,1,20
1705,149,53,100.0,916.6666666666665,6,False,A,2,10
1706,149,39,60.0,583.3333333333334,1,True,B,3,20
1707,149,55,60.0,0.0,1,True,C,3,30
1708,149,50,140.0,427.7777777777778,3,True,C,2,20
1709,149,49,100.0,666.6666666666661,6,False,C,2,10
1710,149,31,60.0,166.66666666666754,5,False,C,4,10
1711,149,48,60.0,766.6666666666672,5,True,A,2,30
1712,149,45,100.0,527.7777777777777,2,False,A,1,30
1713,149,46,100.0,499.99999999999915,6,False,B,2,10
1714,149,51,180.0,700.0,8,False,B,1,20
1715,149,44,100.0,583.3333333333334,2,False,A,1,10
1716,149,43,100.0,388.88888888888806,6,True,B,3,10
1717,149,54,60.0,966.6666666666667,5,False,C,4,10
1718,149,47,140.0,583.3333333333335,3,True,A,2,20
1719,149,52,180.0,800.0,8,True,C,4,30
1720,149,34,60.0,250.00000000000082,5,False,B,1,20
1721,149,35,60.0,716.6666666666664,1,False,A,1,10
1722,150,49,100.0,638.8888888888882,6,False,C,2,10
1723,150,31,60.0,150.00000000000088,5,False,C,4,10
1724,150,50,140.0,466.66666666666674,3,True,C,2,20
1725,150,46,100.0,472.2222222222214,6,False,B,2,10
1726,150,51,180.0,650.0,8,False,B,1,20
1727,150,47,140.0,622.2222222222224,3,True,A,2,20
1728,150,55,60.0,16.666666666666668,1,True,C,3,30
1729,150,48,60.0,750.0000000000006,5,True,A,2,30
1730,150,45,100.0,555.5555555555555,2,False,A,1,30
1731,150,35,60.0,733.333333333333,1,False,A,1,10
1732,150,54,60.0,950.0000000000001,5,False,C,4,10
1733,150,53,100.0,888.8888888888887,6,False,A,2,10
1734,150,34,60.0,233.33333333333417,5,False,B,1,20
1735,150,43,100.0,361.1111111111103,6,True,B,3,10
1736,150,52,180.0,750.0,8,True,C,4,30
1737,150,39,60.0,600.0,1,True,B,3,20
1738,150,44,100.0,611.1111111111112,2,False,A,1,10
1739,150,40,100.0,83.33333333333258,6,False,B,1,20
1740,151,46,100.0,444.4444444444436,6,False,B,2,10
1741,151,54,60.0,933.3333333333335,5,False,C,4,10
1742,151,47,140.0,661.1111111111113,3,True,A,2,20
1743,151,31,60.0,133.33333333333422,5,False,C,4,10
1744,151,34,60.0,216.6666666666675,5,False,B,1,20
1745,151,49,100.0,611.1111111111104,6,False,C,2,10
1746,151,40,100.0,55.5555555555548,6,False,B,1,20
1747,151,52,180.0,700.0,8,True,C,4,30
1748,151,45,100.0,583.3333333333334,2,False,A,1,30
1749,151,39,60.0,616.6666666666666,1,True,B,3,20
1750,151,48,60.0,733.3333333333339,5,True,A,2,30
1751,151,53,100.0,861.1111111111109,6,False,A,2,10
1752,151,55,60.0,33.333333333333336,1,True,C,3,30
1753,151,50,140.0,505.55555555555566,3,True,C,2,20
1754,151,35,60.0,749.9999999999997,1,False,A,1,10
1755,151,43,100.0,333.3333333333325,6,True,B,3,10
1756,151,51,180.0,600.0,8,False,B,1,20
1757,151,44,100.0,638.888888888889,2,False,A,1,10
1758,152,53,100.0,833.333333333333,6,False,A,2,10
1759,152,52,180.0,650.0,8,True,C,4,30
1760,152,55,60.0,50.0,1,True,C,3,30
1761,152,35,60.0,766.6666666666663,1,False,A,1,10
1762,152,50,140.0,544.4444444444446,3,True,C,2,20
1763,152,43,100.0,305.55555555555475,6,True,B,3,10
1764,152,31,60.0,116.66666666666755,5,False,C,4,10
1765,152,54,60.0,916.6666666666669,5,False,C,4,10
1766,152,34,60.0,200.00000000000085,5,False,B,1,20
1767,152,48,60.0,716.6666666666673,5,True,A,2,30
1768,152,47,140.0,700.0000000000002,3,True,A,2,20
1769,152,40,100.0,27.77777777777702,6,False,B,1,20
1770,152,44,100.0,666.6666666666669,2,False,A,1,10
1771,152,45,100.0,611.1111111111112,2,False,A,1,30
1772,152,51,180.0,550.0,8,False,B,1,20
1773,152,46,100.0,416.66666666666583,6,False,B,2,10
1774,152,49,100.0,583.3333333333326,6,False,C,2,10
1775,152,39,60.0,633.3333333333333,1,True,B,3,20
1776,153,43,100.0,277.777777777777,6,True,B,3,10
1777,153,47,140.0,738.8888888888891,3,True,A,2,20
1778,153,49,100.0,555.5555555555547,6,False,C,2,10
1779,153,55,60.0,66.66666666666667,1,True,C,3,30
1780,153,45,100.0,638.888888888889,2,False,A,1,30
1781,153,52,180.0,600.0,8,True,C,4,30
1782,153,51,180.0,500.0,8,False,B,1,20
1783,153,35,60.0,783.3333333333329,1,False,A,1,10
1784,153,44,100.0,694.4444444444447,2,False,A,1,10
1785,153,54,60.0,900.0000000000002,5,False,C,4,10
1786,153,39,60.0,649.9999999999999,1,True,B,3,20
1787,153,46,100.0,388.88888888888806,6,False,B,2,10
1788,153,31,60.0,100.00000000000088,5,False,C,4,10
1789,153,48,60.0,700.0000000000007,5,True,A,2,30
1790,153,50,140.0,583.3333333333335,3,True,C,2,20
1791,153,34,60.0,183.3333333333342,5,False,B,1,20
1792,153,53,100.0,805.5555555555552,6,False,A,2,10
1793,154,51,180.0,450.0,8,False,B,1,20
1794,154,45,100.0,666.6666666666669,2,False,A,1,30
1795,154,48,60.0,683.333333333334,5,True,A,2,30
1796,154,50,140.0,622.2222222222224,3,True,C,2,20
1797,154,39,60.0,666.6666666666665,1,True,B,3,20
1798,154,43,100.0,249.9999999999992,6,True,B,3,10
1799,154,35,60.0,799.9999999999995,1,False,A,1,10
1800,154,34,60.0,166.66666666666754,5,False,B,1,20
1801,154,56,100.0,1000.0,6,False,C,4,10
1802,154,53,100.0,777.7777777777774,6,False,A,2,10
1803,154,55,60.0,83.33333333333334,1,True,C,3,30
1804,154,47,140.0,777.777777777778,3,True,A,2,20
1805,154,49,100.0,527.7777777777769,6,False,C,2,10
1806,154,31,60.0,83.33333333333421,5,False,C,4,10
1807,154,54,60.0,883.3333333333336,5,False,C,4,10
1808,154,44,100.0,722.2222222222225,2,False,A,1,10
1809,154,46,100.0,361.1111111111103,6,False,B,2,10
1810,154,52,180.0,550.0,8,True,C,4,30
1811,155,49,100.0,499.99999999999915,6,False,C,2,10
1812,155,48,60.0,666.6666666666674,5,True,A,2,30
1813,155,46,100.0,333.3333333333325,6,False,B,2,10
1814,155,50,140.0,661.1111111111113,3,True,C,2,20
1815,155,39,60.0,683.3333333333331,1,True,B,3,20
1816,155,56,100.0,972.2222222222222,6,False,C,4,10
1817,155,34,60.0,150.00000000000088,5,False,B,1,20
1818,155,35,60.0,816.6666666666662,1,False,A,1,10
1819,155,44,100.0,750.0000000000003,2,False,A,1,10
1820,155,54,60.0,866.666666666667,5,False,C,4,10
1821,155,45,100.0,694.4444444444447,2,False,A,1,30
1822,155,52,180.0,500.0,8,True,C,4,30
1823,155,55,60.0,100.00000000000001,1,True,C,3,30
1824,155,47,140.0,816.666666666667,3,True,A,2,20
1825,155,43,100.0,222.22222222222143,6,True,B,3,10
1826,155,31,60.0,66.66666666666754,5,False,C,4,10
1827,155,51,180.0,400.0,8,False,B,1,20
1828,155,53,100.0,749.9999999999995,6,False,A,2,10
1829,156,56,100.0,944.4444444444443,6,False,C,4,10
1830,156,52,180.0,450.0,8,True,C,4,30
1831,156,39,60.0,699.9999999999998,1,True,B,3,20
1832,156,54,60.0,850.0000000000003,5,False,C,4,10
1833,156,51,180.0,350.0,8,False,B,1,20
1834,156,31,60.0,50.00000000000087,5,False,C,4,10
1835,156,49,100.0,472.2222222222214,6,False,C,2,10
1836,156,44,100.0,777.7777777777782,2,False,A,1,10
1837,156,46,100.0,305.55555555555475,6,False,B,2,10
1838,156,50,140.0,700.0000000000002,3,True,C,2,20
1839,156,34,60.0,133.33333333333422,5,False,B,1,20
1840,156,57,60.0,1000.0,5,False,A,1,10
1841,156,53,100.0,722.2222222222217,6,False,A,2,10
1842,156,47,140.0,855.5555555555559,3,True,A,2,20
1843,156,43,100.0,194.44444444444366,6,True,B,3,10
1844,156,45,100.0,722.2222222222225,2,False,A,1,30
1845,156,35,60.0,833.3333333333328,1,False,A,1,10
1846,156,48,60.0,650.0000000000008,5,True,A,2,30
1847,156,55,60.0,116.66666666666669,1,True,C,3,30
1848,157,49,100.0,444.4444444444436,6,False,C,2,10
1849,157,39,60.0,716.6666666666664,1,True,B,3,20
1850,157,54,60.0,833.3333333333337,5,False,C,4,10
1851,157,53,100.0,694.4444444444439,6,False,A,2,10
1852,157,45,100.0,750.0000000000003,2,False,A,1,30
1853,157,48,60.0,633.3333333333342,5,True,A,2,30
1854,157,46,100.0,277.777777777777,6,False,B,2,10
1855,157,55,60.0,133.33333333333334,1,True,C,3,30
1856,157,44,100.0,805.555555555556,2,False,A,1,10
1857,157,47,140.0,894.4444444444448,3,True,A,2,20
1858,157,43,100.0,166.6666666666659,6,True,B,3,10
1859,157,52,180.0,400.0,8,True,C,4,30
1860,157,35,60.0,849.9999999999994,1,False,A,1,10
1861,157,34,60.0,116.66666666666755,5,False,B,1,20
1862,157,50,140.0,738.8888888888891,3,True,C,2,20
1863,157,57,60.0,983.3333333333334,5,False,A,1,10
1864,157,51,180.0,300.0,8,False,B,1,20
1865,157,56,100.0,916.6666666666665,6,False,C,4,10
1866,157,31,60.0,33.333333333334195,5,False,C,4,10
1867,158,54,60.0,816.6666666666671,5,False,C,4,10
1868,158,46,100.0,249.9999999999992,6,False,B,2,10
1869,158,51,180.0,250.0,8,False,B,1,20
1870,158,49,100.0,416.66666666666583,6,False,C,2,10
1871,158,31,60.0,16.666666666667528,5,False,C,4,10
1872,158,44,100.0,833.3333333333338,2,False,A,1,10
1873,158,45,100.0,777.7777777777782,2,False,A,1,30
1874,158,55,60.0,150.0,1,True,C,3,30
1875,158,34,60.0,100.00000000000088,5,False,B,1,20
1876,158,53,100.0,666.6666666666661,6,False,A,2,10
1877,158,43,100.0,138.88888888888812,6,True,B,3,10
1878,158,47,140.0,933.3333333333337,3,True,A,2,20
1879,158,39,60.0,733.333333333333,1,True,B,3,20
1880,158,48,60.0,616.6666666666675,5,True,A,2,30
1881,158,35,60.0,866.6666666666661,1,False,A,1,10
1882,158,50,140.0,777.777777777778,3,True,C,2,20
1883,158,52,180.0,350.0,8,True,C,4,30
1884,158,56,100.0,888.8888888888887,6,False,C,4,10
1885,158,57,60.0,966.6666666666667,5,False,A,1,10
1886,159,53,100.0,638.8888888888882,6,False,A,2,10
1887,159,51,180.0,200.0,8,False,B,1,20
1888,159,50,140.0,816.666666666667,3,True,C,2,20
1889,159,52,180.0,300.0,8,True,C,4,30
1890,159,54,60.0,800.0000000000005,5,False,C,4,10
1891,159,57,60.0,950.0000000000001,5,False,A,1,10
1892,159,46,100.0,222.22222222222143,6,False,B,2,10
1893,159,31,60.0,8.597567102697212e-13,5,False,C,4,10
1894,159,35,60.0,883.3333333333327,1,False,A,1,10
1895,159,47,140.0,972.2222222222226,3,True,A,2,20
1896,159,48,60.0,600.0000000000009,5,True,A,2,30
1897,159,45,100.0,805.555555555556,2,False,A,1,30
1898,159,43,100.0,111.11111111111035,6,True,B,3,10
1899,159,49,100.0,388.88888888888806,6,False,C,2,10
1900,159,56,100.0,861.1111111111109,6,False,C,4,10
1901,159,39,60.0,749.9999999999997,1,True,B,3,20
1902,159,55,60.0,166.66666666666666,1,True,C,3,30
1903,159,44,100.0,861.1111111111117,2,False,A,1,10
1904,159,34,60.0,83.33333333333421,5,False,B,1,20
1905,160,43,100.0,83.33333333333258,6,True,B,3,10
1906,160,51,180.0,150.0,8,False,B,1,20
1907,160,48,60.0,583.3333333333343,5,True,A,2,30
1908,160,50,140.0,855.5555555555559,3,True,C,2,20
1909,160,45,100.0,833.3333333333338,2,False,A,1,30
1910,160,34,60.0,66.66666666666754,5,False,B,1,20
1911,160,44,100.0,888.8888888888895,2,False,A,1,10
1912,160,56,100.0,833.333333333333,6,False,C,4,10
1913,160,52,180.0,250.0,8,True,C,4,30
1914,160,54,60.0,783.3333333333338,5,False,C,4,10
1915,160,57,60.0,933.3333333333335,5,False,A,1,10
1916,160,53,100.0,611.1111111111104,6,False,A,2,10
1917,160,35,60.0,899.9999999999993,1,False,A,1,10
1918,160,49,100.0,361.1111111111103,6,False,C,2,10
1919,160,46,100.0,194.44444444444366,6,False,B,2,10
1920,160,55,60.0,183.33333333333331,1,True,C,3,30
1921,160,39,60.0,766.6666666666663,1,True,B,3,20
1922,161,39,60.0,783.3333333333329,1,True,B,3,20
1923,161,35,60.0,916.666666666666,1,False,A,1,10
1924,161,51,180.0,100.0,8,False,B,1,20
1925,161,52,180.0,200.0,8,True,C,4,30
1926,161,53,100.0,583.3333333333326,6,False,A,2,10
1927,161,57,60.0,916.6666666666669,5,False,A,1,10
1928,161,34,60.0,50.00000000000087,5,False,B,1,20
1929,161,45,100.0,861.1111111111117,2,False,A,1,30
1930,161,43,100.0,55.5555555555548,6,True,B,3,10
1931,161,44,100.0,916.6666666666673,2,False,A,1,10
1932,161,54,60.0,766.6666666666672,5,False,C,4,10
1933,161,55,60.0,199.99999999999997,1,True,C,3,30
1934,161,48,60.0,566.6666666666677,5,True,A,2,30
1935,161,50,140.0,894.4444444444448,3,True,C,2,20
1936,161,49,100.0,333.3333333333325,6,False,C,2,10
1937,161,56,100.0,805.5555555555552,6,False,C,4,10
1938,161,46,100.0,166.6666666666659,6,False,B,2,10
1939,162,56,100.0,777.7777777777774,6,False,C,4,10
1940,162,52,180.0,150.0,8,True,C,4,30
1941,162,46,100.0,138.88888888888812,6,False,B,2,10
1942,162,35,60.0,933.3333333333326,1,False,A,1,10
1943,162,39,60.0,799.9999999999995,1,True,B,3,20
1944,162,58,60.0,1000.0,5,False,B,3,10
1945,162,49,100.0,305.55555555555475,6,False,C,2,10
1946,162,53,100.0,555.5555555555547,6,False,A,2,10
1947,162,57,60.0,900.0000000000002,5,False,A,1,10
1948,162,43,100.0,27.77777777777702,6,True,B,3,10
1949,162,34,60.0,33.333333333334195,5,False,B,1,20
1950,162,55,60.0,216.66666666666663,1,True,C,3,30
1951,162,48,60.0,550.000000000001,5,True,A,2,30
1952,162,45,100.0,888.8888888888895,2,False,A,1,30
1953,162,51,180.0,50.0,8,False,B,1,20
1954,162,50,140.0,933.3333333333337,3,True,C,2,20
1955,162,54,60.0,750.0000000000006,5,False,C,4,10
1956,162,44,100.0,944.4444444444451,2,False,A,1,10
1957,163,52,180.0,100.0,8,True,C,4,30
1958,163,39,60.0,816.6666666666662,1,True,B,3,20
1959,163,50,140.0,972.2222222222226,3,True,C,2,20
1960,163,54,60.0,733.3333333333339,5,False,C,4,10
1961,163,45,100.0,916.6666666666673,2,False,A,1,30
1962,163,53,100.0,527.7777777777769,6,False,A,2,10
1963,163,35,60.0,949.9999999999992,1,False,A,1,10
1964,163,44,100.0,972.222222222223,2,False,A,1,10
1965,163,58,60.0,983.3333333333334,5,False,B,3,10
1966,163,46,100.0,111.11111111111035,6,False,B,2,10
1967,163,55,60.0,233.3333333333333,1,True,C,3,30
1968,163,49,100.0,277.777777777777,6,False,C,2,10
1969,163,51,180.0,0.0,8,False,B,1,20
1970,163,56,100.0,749.9999999999995,6,False,C,4,10
1971,163,34,60.0,16.666666666667528,5,False,B,1,20
1972,163,48,60.0,533.3333333333344,5,True,A,2,30
1973,163,57,60.0,883.3333333333336,5,False,A,1,10
1974,164,45,100.0,944.4444444444451,2,False,A,1,30
1975,164,57,60.0,866.666666666667,5,False,A,1,10
1976,164,53,100.0,499.99999999999915,6,False,A,2,10
1977,164,49,100.0,249.9999999999992,6,False,C,2,10
1978,164,56,100.0,722.2222222222217,6,False,C,4,10
1979,164,58,60.0,966.6666666666667,5,False,B,3,10
1980,164,39,60.0,833.3333333333328,1,True,B,3,20
1981,164,54,60.0,716.6666666666673,5,False,C,4,10
1982,164,48,60.0,516.6666666666678,5,True,A,2,30
1983,164,35,60.0,966.6666666666658,1,False,A,1,10
1984,164,52,180.0,50.0,8,True,C,4,30
1985,164,55,60.0,249.99999999999994,1,True,C,3,30
1986,164,34,60.0,8.597567102697212e-13,5,False,B,1,20
1987,164,46,100.0,83.33333333333258,6,False,B,2,10
1988,165,57,60.0,850.0000000000003,5,False,A,1,10
1989,165,54,60.0,700.0000000000007,5,False,C,4,10
1990,165,58,60.0,950.0000000000001,5,False,B,3,10
1991,165,55,60.0,266.66666666666663,1,True,C,3,30
1992,165,56,100.0,694.4444444444439,6,False,C,4,10
1993,165,45,100.0,972.222222222223,2,False,A,1,30
1994,165,35,60.0,983.3333333333325,1,False,A,1,10
1995,165,49,100.0,222.22222222222143,6,False,C,2,10
1996,165,48,60.0,500.0000000000011,5,True,A,2,30
1997,165,39,60.0,849.9999999999994,1,True,B,3,20
1998,165,46,100.0,55.5555555555548,6,False,B,2,10
1999,165,52,180.0,0.0,8,True,C,4,30
2000,165,53,100.0,472.2222222222214,6,False,A,2,10
2001,166,55,60.0,283.3333333333333,1,True,C,3,30
2002,166,35,60.0,999.9999999999991,1,False,A,1,10
2003,166,58,60.0,933.3333333333335,5,False,B,3,10
2004,166,54,60.0,683.333333333334,5,False,C,4,10
2005,166,57,60.0,833.3333333333337,5,False,A,1,10
2006,166,49,100.0,194.44444444444366,6,False,C,2,10
2007,166,53,100.0,444.4444444444436,6,False,A,2,10
2008,166,39,60.0,866.6666666666661,1,True,B,3,20
2009,166,56,100.0,666.6666666666661,6,False,C,4,10
2010,166,46,100.0,27.77777777777702,6,False,B,2,10
2011,166,48,60.0,483.3333333333344,5,True,A,2,30
2012,167,58,60.0,916.6666666666669,5,False,B,3,10
2013,167,55,60.0,300.0,1,True,C,3,30
2014,167,56,100.0,638.8888888888882,6,False,C,4,10
2015,167,39,60.0,883.3333333333327,1,True,B,3,20
2016,167,49,100.0,166.6666666666659,6,False,C,2,10
2017,167,48,60.0,466.6666666666677,5,True,A,2,30
2018,167,57,60.0,816.6666666666671,5,False,A,1,10
2019,167,53,100.0,416.66666666666583,6,False,A,2,10
2020,167,54,60.0,666.6666666666674,5,False,C,4,10
2021,168,55,60.0,316.6666666666667,1,True,C,3,30
2022,168,57,60.0,800.0000000000005,5,False,A,1,10
2023,168,54,60.0,650.0000000000008,5,False,C,4,10
2024,168,53,100.0,388.88888888888806,6,False,A,2,10
2025,168,58,60.0,900.0000000000002,5,False,B,3,10
2026,168,49,100.0,138.88888888888812,6,False,C,2,10
2027,168,56,100.0,611.1111111111104,6,False,C,4,10
2028,168,48,60.0,450.000000000001,5,True,A,2,30
2029,168,39,60.0,899.9999999999993,1,True,B,3,20
2030,169,57,60.0,783.3333333333338,5,False,A,1,10
2031,169,56,100.0,583.3333333333326,6,False,C,4,10
2032,169,48,60.0,433.33333333333434,5,True,A,2,30
2033,169,55,60.0,333.33333333333337,1,True,C,3,30
2034,169,39,60.0,916.666666666666,1,True,B,3,20
2035,169,53,100.0,361.1111111111103,6,False,A,2,10
2036,169,54,60.0,633.3333333333342,5,False,C,4,10
2037,169,58,60.0,883.3333333333336,5,False,B,3,10
2038,169,49,100.0,111.11111111111035,6,False,C,2,10
2039,170,58,60.0,866.666666666667,5,False,B,3,10
2040,170,53,100.0,333.3333333333325,6,False,A,2,10
2041,170,48,60.0,416.66666666666765,5,True,A,2,30
2042,170,56,100.0,555.5555555555547,6,False,C,4,10
2043,170,55,60.0,350.00000000000006,1,True,C,3,30
2044,170,59,60.0,1000.0,5,False,A,1,20
2045,170,54,60.0,616.6666666666675,5,False,C,4,10
2046,170,49,100.0,83.33333333333258,6,False,C,2,10
2047,170,57,60.0,766.6666666666672,5,False,A,1,10
2048,170,39,60.0,933.3333333333326,1,True,B,3,20
2049,171,58,60.0,850.0000000000003,5,False,B,3,10
2050,171,57,60.0,750.0000000000006,5,False,A,1,10
2051,171,53,100.0,305.55555555555475,6,False,A,2,10
2052,171,54,60.0,600.0000000000009,5,False,C,4,10
2053,171,48,60.0,400.00000000000097,5,True,A,2,30
2054,171,39,60.0,949.9999999999992,1,True,B,3,20
2055,171,49,100.0,55.5555555555548,6,False,C,2,10
2056,171,59,60.0,983.3333333333334,5,False,A,1,20
2057,171,56,100.0,527.7777777777769,6,False,C,4,10
2058,171,55,60.0,366.66666666666674,1,True,C,3,30
2059,172,48,60.0,383.3333333333343,5,True,A,2,30
2060,172,55,60.0,383.3333333333334,1,True,C,3,30
2061,172,59,60.0,966.6666666666667,5,False,A,1,20
2062,172,57,60.0,733.3333333333339,5,False,A,1,10
2063,172,58,60.0,833.3333333333337,5,False,B,3,10
2064,172,54,60.0,583.3333333333343,5,False,C,4,10
2065,172,49,100.0,27.77777777777702,6,False,C,2,10
2066,172,56,100.0,499.99999999999915,6,False,C,4,10
2067,172,53,100.0,277.777777777777,6,False,A,2,10
2068,172,39,60.0,966.6666666666658,1,True,B,3,20
2069,173,48,60.0,366.6666666666676,5,True,A,2,30
2070,173,55,60.0,400.0000000000001,1,True,C,3,30
2071,173,56,100.0,472.2222222222214,6,False,C,4,10
2072,173,39,60.0,983.3333333333325,1,True,B,3,20
2073,173,59,60.0,950.0000000000001,5,False,A,1,20
2074,173,58,60.0,816.6666666666671,5,False,B,3,10
2075,173,57,60.0,716.6666666666673,5,False,A,1,10
2076,173,53,100.0,249.9999999999992,6,False,A,2,10
2077,173,60,140.0,0.0,3,False,C,1,30
2078,173,54,60.0,566.6666666666677,5,False,C,4,10
2079,174,39,60.0,999.9999999999991,1,True,B,3,20
2080,174,60,140.0,38.888888888888886,3,False,C,1,30
2081,174,48,60.0,350.0000000000009,5,True,A,2,30
2082,174,57,60.0,700.0000000000007,5,False,A,1,10
2083,174,54,60.0,550.000000000001,5,False,C,4,10
2084,174,58,60.0,800.0000000000005,5,False,B,3,10
2085,174,53,100.0,222.22222222222143,6,False,A,2,10
2086,174,59,60.0,933.3333333333335,5,False,A,1,20
2087,174,55,60.0,416.6666666666668,1,True,C,3,30
2088,174,56,100.0,444.4444444444436,6,False,C,4,10
2089,175,58,60.0,783.3333333333338,5,False,B,3,10
2090,175,55,60.0,433.3333333333335,1,True,C,3,30
2091,175,48,60.0,333.3333333333342,5,True,A,2,30
2092,175,57,60.0,683.333333333334,5,False,A,1,10
2093,175,56,100.0,416.66666666666583,6,False,C,4,10
2094,175,54,60.0,533.3333333333344,5,False,C,4,10
2095,175,60,140.0,77.77777777777777,3,False,C,1,30
2096,175,59,60.0,916.6666666666669,5,False,A,1,20
2097,175,53,100.0,194.44444444444366,6,False,A,2,10
2098,176,48,60.0,316.66666666666754,5,True,A,2,30
2099,176,57,60.0,666.6666666666674,5,False,A,1,10
